ResponseID,MissionUndefinedLikelihood,MisalignedMissionLikelihood,NoSocialImpactLikelihood,LaidOffEmployees,ExpectedSalary3Years,ExpectedSalary5Years
1917,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
1918,Yes,"Will NOT work for them",7,No,"26k to 30k","131k to 150k"
1919,No,"Will NOT work for them",5,No,"41k to 50k","91k to 110k"
1920,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
1921,Yes,"Will work for them",8,Yes,>50k,">151k"
1922,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1923,No,"Will NOT work for them",10,No,"31k to 40k","71k to 90k"
1924,No,"Will NOT work for them",5,No,"21k to 25k","71k to 90k"
1925,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
1926,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
1927,No,"Will NOT work for them",5,Yes,"21k to 25k","111k to 130k"
1928,No,"Will NOT work for them",2,No,>50k,">151k"
1929,No,"Will NOT work for them",2,Yes,"5K to 10K","30k to 50k"
1930,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
1931,No,"Will NOT work for them",8,No,>50k,">151k"
1932,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","26k to 30k","30k to 50k"
1933,Yes,"Will work for them",1,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
1934,Yes,"Will work for them",8,No,>50k,"91k to 110k"
1935,No,"Will NOT work for them",2,No,>50k,">151k"
1936,No,"Will NOT work for them",5,No,>50k,"91k to 110k"
1937,Yes,"Will work for them",5,No,"26k to 30k","91k to 110k"
1938,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,"71k to 90k"
1939,Yes,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
1940,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
1941,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
1942,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
1943,Yes,"Will work for them",6,"Yes, I Understand this is gonna happen everywhere","11k to 15k","30k to 50k"
1944,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
1945,No,"Will NOT work for them",4,No,"31k to 40k","71k to 90k"
1946,Yes,"Will work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,"71k to 90k"
1947,No,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
1948,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
1949,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
1950,No,"Will work for them",2,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
1951,No,"Will NOT work for them",5,No,"41k to 50k","111k to 130k"
1952,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","31k to 40k",">151k"
1953,No,"Will NOT work for them",1,No,"41k to 50k","131k to 150k"
1954,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","5K to 10K","71k to 90k"
1955,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
1956,No,"Will work for them",3,No,"31k to 40k","91k to 110k"
1957,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
1958,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
1959,Yes,"Will work for them",5,No,>50k,"111k to 130k"
1960,No,"Will NOT work for them",4,No,"31k to 40k","71k to 90k"
1961,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,"71k to 90k"
1962,Yes,"Will work for them",9,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
1963,Yes,"Will work for them",5,No,"31k to 40k","71k to 90k"
1964,No,"Will NOT work for them",1,No,>50k,">151k"
1965,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
1966,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","5K to 10K","50k to 70k"
1967,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
1968,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
1969,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
1970,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
1971,No,"Will NOT work for them",7,No,"21k to 25k","30k to 50k"
1972,Yes,"Will work for them",2,"Yes, I Understand this is gonna happen everywhere","11k to 15k","71k to 90k"
1973,No,"Will NOT work for them",3,Yes,"31k to 40k","91k to 110k"
1974,Yes,"Will NOT work for them",2,Yes,"11k to 15k","50k to 70k"
1975,No,"Will NOT work for them",3,No,"31k to 40k","71k to 90k"
1976,Yes,"Will work for them",3,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
1977,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
1978,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
1979,Yes,"Will NOT work for them",3,No,"21k to 25k","131k to 150k"
1980,No,"Will work for them",1,"Yes, I Understand this is gonna happen everywhere","11k to 15k","50k to 70k"
1981,Yes,"Will work for them",1,Yes,"5K to 10K","30k to 50k"
1982,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","31k to 40k","30k to 50k"
1983,Yes,"Will work for them",5,No,"31k to 40k","71k to 90k"
1984,Yes,"Will work for them",6,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
1985,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1986,Yes,"Will NOT work for them",5,No,"41k to 50k","131k to 150k"
1987,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
1988,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
1989,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
1990,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
1991,Yes,"Will work for them",6,No,"41k to 50k",">151k"
1992,Yes,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
1993,No,"Will NOT work for them",4,No,"21k to 25k","50k to 70k"
1994,No,"Will NOT work for them",5,No,"41k to 50k",">151k"
1995,No,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
1996,No,"Will NOT work for them",1,No,"41k to 50k","71k to 90k"
1997,No,"Will NOT work for them",4,"I have NO other choice","11k to 15k","50k to 70k"
1998,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1999,Yes,"Will work for them",3,"I have NO other choice","31k to 40k",">151k"
2000,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2001,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
2002,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2003,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
2004,Yes,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2005,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
2006,No,"Will NOT work for them",6,No,"21k to 25k","71k to 90k"
2007,Yes,"Will work for them",8,"I have NO other choice",>50k,">151k"
2008,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2009,No,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2010,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2011,No,"Will NOT work for them",4,No,>50k,"131k to 150k"
2012,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2013,No,"Will work for them",1,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
2014,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2015,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","111k to 130k"
2016,No,"Will NOT work for them",1,Yes,"16k to 20k","50k to 70k"
2017,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2018,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
2019,Yes,"Will NOT work for them",7,Yes,"31k to 40k","111k to 130k"
2020,No,"Will NOT work for them",4,No,"11k to 15k","50k to 70k"
2021,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2022,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2023,Yes,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
2024,No,"Will NOT work for them",3,No,"41k to 50k","131k to 150k"
2025,No,"Will NOT work for them",10,No,"41k to 50k","111k to 130k"
2026,No,"Will NOT work for them",10,No,"31k to 40k","91k to 110k"
2027,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2028,Yes,"Will NOT work for them",4,Yes,"31k to 40k","91k to 110k"
2029,Yes,"Will NOT work for them",7,Yes,"21k to 25k","50k to 70k"
2030,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
2031,Yes,"Will work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
2032,No,"Will NOT work for them",6,No,"21k to 25k","71k to 90k"
2033,No,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","50k to 70k"
2034,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
2035,Yes,"Will work for them",5,Yes,"16k to 20k","71k to 90k"
2036,Yes,"Will work for them",5,No,"41k to 50k","91k to 110k"
2037,Yes,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","41k to 50k","30k to 50k"
2038,Yes,"Will work for them",3,Yes,"31k to 40k","71k to 90k"
2039,No,"Will NOT work for them",10,Yes,"21k to 25k","50k to 70k"
2040,No,"Will work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2041,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2042,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2043,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2044,No,"Will work for them",10,No,"16k to 20k","30k to 50k"
2045,No,"Will NOT work for them",3,Yes,"41k to 50k","91k to 110k"
2046,No,"Will NOT work for them",8,Yes,"21k to 25k","50k to 70k"
2047,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2048,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2049,No,"Will NOT work for them",5,No,"41k to 50k","111k to 130k"
2050,No,"Will NOT work for them",10,Yes,>50k,">151k"
2051,No,"Will NOT work for them",8,Yes,"41k to 50k",">151k"
2052,Yes,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2053,No,"Will NOT work for them",6,No,>50k,"131k to 150k"
2054,No,"Will NOT work for them",1,No,"21k to 25k","50k to 70k"
2055,Yes,"Will NOT work for them",7,No,>50k,">151k"
2056,No,"Will NOT work for them",8,Yes,>50k,">151k"
2057,No,"Will NOT work for them",10,No,"26k to 30k","50k to 70k"
2058,No,"Will work for them",6,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2059,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
2060,Yes,"Will work for them",3,No,"31k to 40k","91k to 110k"
2061,No,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
2062,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
2063,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2064,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2065,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2066,Yes,"Will work for them",9,"Yes, I Understand this is gonna happen everywhere","11k to 15k","71k to 90k"
2067,Yes,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2068,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2069,No,"Will work for them",4,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
2070,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
2071,No,"Will NOT work for them",8,No,>50k,"131k to 150k"
2072,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2073,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2074,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2075,No,"Will NOT work for them",5,No,>50k,">151k"
2076,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
2077,No,"Will work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2078,No,"Will NOT work for them",5,No,"31k to 40k","91k to 110k"
2079,Yes,"Will NOT work for them",10,No,>50k,">151k"
2080,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
2081,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","41k to 50k","30k to 50k"
2082,Yes,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2083,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
2084,Yes,"Will work for them",10,Yes,"31k to 40k","111k to 130k"
2085,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2086,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2087,No,"Will NOT work for them",5,No,>50k,"131k to 150k"
2088,No,"Will NOT work for them",6,No,>50k,"50k to 70k"
2089,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2090,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
2091,No,"Will NOT work for them",5,Yes,"26k to 30k","30k to 50k"
2092,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2093,Yes,"Will NOT work for them",7,Yes,"26k to 30k","91k to 110k"
